crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_hour,crash_year,crash_month
2024-08-04,14:40:00,QUEENS,11413,40.665504,-73.75694,"(40.665504, -73.75694)",SOUTH CONDUIT AVENUE,221 STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4745237,Sedan,Station Wagon/Sport Utility Vehicle,,,,14,2024,2024-08
2017-03-20,08:00:00,Unknown,,40.734837,-73.99076,"(40.734837, -73.99076)",EAST 14 STREET                  ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Passing Too Closely,,,,3636071,Bus,Ambulance,,,,8,2017,2017-03
2025-09-13,22:48:00,BROOKLYN,11233,40.67903,-73.92459,"(40.67903, -73.92459)",FULTON ST,BUFFALO AVE,,1,0,1,0,0,0,0,0,Passing Too Closely,,,,,4842081,Moped,,,,,22,2025,2025-09
2015-02-13,08:15:00,STATEN ISLAND,10304,40.595951,-74.0958614,"(40.595951, -74.0958614)",NEWBERRY AVENUE                 ,RICHMOND ROAD                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3169107,PASSENGER VEHICLE,UNKNOWN,,,,8,2015,2015-02
2012-08-07,14:20:00,STATEN ISLAND,10312,40.5584106,-74.1693169,"(40.5584106, -74.1693169)",RICHMOND AVENUE                 ,BRANDIS AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,301408,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,14,2012,2012-08
2023-03-14,10:42:00,BROOKLYN,11218,40.65159,-73.98112,"(40.65159, -73.98112)",MC DONALD AVENUE,VANDERBILT STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Turning Improperly,,,,4614532,Sedan,Station Wagon/Sport Utility Vehicle,,,,10,2023,2023-03
2021-09-16,22:30:00,BROOKLYN,11236,,,,SEAVIEW AVENUE,CANARSIE ROAD,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,4458186,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,22,2021,2021-09
2015-07-11,20:50:00,Unknown,,,,,,,499 NORTH GANNON AVENUE                 ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3259045,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,20,2015,2015-07
2013-07-15,11:51:00,BRONX,10455,40.8164085,-73.9157251,"(40.8164085, -73.9157251)",WESTCHESTER AVENUE              ,BERGEN AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,74797,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11,2013,2013-07
2017-01-16,09:29:00,BROOKLYN,11223,40.595253,-73.97348,"(40.595253, -73.97348)",MC DONALD AVENUE                ,GRAVESEND NECK ROAD,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unsafe Speed,,,,3602850,Sedan,Sedan,,,,9,2017,2017-01
2023-10-14,17:10:00,MANHATTAN,10022,40.759624,-73.970085,"(40.759624, -73.970085)",LEXINGTON AVENUE,EAST 55 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,4670364,Station Wagon/Sport Utility Vehicle,Bus,,,,17,2023,2023-10
2025-05-24,04:45:00,Unknown,,40.76419,-73.861664,"(40.76419, -73.861664)",GRAND CENTRAL PKWY,,,3,0,0,0,0,0,3,0,Other Vehicular,Unspecified,,,,4815087,Sedan,Sedan,,,,4,2025,2025-05
2017-10-08,07:06:00,Unknown,,40.66666,-73.870316,"(40.66666, -73.870316)",LORING AVENUE                   ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3765340,Sedan,Station Wagon/Sport Utility Vehicle,Taxi,,,7,2017,2017-10
2017-01-16,08:30:00,Unknown,,40.678234,-73.89753,"(40.678234, -73.89753)",JACKIE ROBINSON PKWY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3599313,Sedan,Sedan,,,,8,2017,2017-01
2014-07-20,14:26:00,MANHATTAN,10012,40.7250834,-73.9953279,"(40.7250834, -73.9953279)",EAST HOUSTON STREET             ,LAFAYETTE STREET                ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,995757,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,,14,2014,2014-07
2023-12-01,18:35:00,Unknown,,,,,OCEAN PARKWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4683907,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,18,2023,2023-12
2023-05-10,07:30:00,BROOKLYN,11236,,,,EAST 95 STREET,FARRAGUT ROAD,,1,0,1,0,0,0,0,0,Glare,,,,,4627596,Sedan,,,,,7,2023,2023-05
2019-06-13,16:10:00,MANHATTAN,10032,40.84022,-73.93774,"(40.84022, -73.93774)",,,521       WEST 168 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4151382,Taxi,,,,,16,2019,2019-06
2017-02-20,13:45:00,BRONX,10472,40.833767,-73.87738,"(40.833767, -73.87738)",EAST 174 STREET                 ,MANOR AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3619337,Sedan,,,,,13,2017,2017-02
2013-08-19,01:25:00,QUEENS,11694,40.5825862,-73.830215,"(40.5825862, -73.830215)",ROCKAWAY FREEWAY                ,BEACH 108 STREET                ,,0,0,0,0,0,0,0,0,Unspecified,,,,,201858,PASSENGER VEHICLE,,,,,1,2013,2013-08
2019-10-16,18:35:00,BROOKLYN,11235,40.582317,-73.95831,"(40.582317, -73.95831)",,,129       NEPTUNE AVENUE                ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4224404,Sedan,,,,,18,2019,2019-10
2012-07-22,12:45:00,MANHATTAN,10003,40.7332923,-73.9871799,"(40.7332923, -73.9871799)",EAST 14 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,13993,PASSENGER VEHICLE,TAXI,,,,12,2012,2012-07
2018-01-22,08:30:00,QUEENS,11434,40.665176,-73.78049,"(40.665176, -73.78049)",157 STREET                      ,145 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3833181,Bus,Sedan,,,,8,2018,2018-01
2018-06-22,16:30:00,STATEN ISLAND,10306,40.55741,-74.12456,"(40.55741, -74.12456)",PENDALE STREET                  ,FAIRBANKS AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3927377,Sedan,Station Wagon/Sport Utility Vehicle,,,,16,2018,2018-06
2021-06-23,19:45:00,Unknown,,,,,LINDEN BOULEVARD,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4430737,Station Wagon/Sport Utility Vehicle,Box Truck,,,,19,2021,2021-06
2017-07-18,15:00:00,BRONX,10472,40.826424,-73.85868,"(40.826424, -73.85868)",BRUCKNER BOULEVARD              ,VIRGINIA AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3714069,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,15,2017,2017-07
2017-04-27,17:34:00,Unknown,,40.630287,-74.16533,"(40.630287, -74.16533)",GRANDVIEW AVENUE                ,CONTINENTAL PLACE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3659192,Sedan,Sedan,,,,17,2017,2017-04
2025-02-03,15:50:00,Unknown,,40.79522,-73.921524,"(40.79522, -73.921524)",TRIBOROUGH BRIDGE,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,4791867,subn,subn,,,,15,2025,2025-02
2017-02-06,06:30:00,BROOKLYN,11217,40.68117,-73.982414,"(40.68117, -73.982414)",,,568       BALTIC STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3611090,Station Wagon/Sport Utility Vehicle,,,,,6,2017,2017-02
2016-11-24,12:45:00,Unknown,,40.79522,-73.921524,"(40.79522, -73.921524)",TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3568833,Station Wagon/Sport Utility Vehicle,Sedan,,,,12,2016,2016-11
2017-06-22,08:30:00,Unknown,,40.598392,-73.90629,"(40.598392, -73.90629)",BELT PARKWAY                    ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3696925,Sedan,Sedan,,,,8,2017,2017-06
2015-07-07,16:47:00,Unknown,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3253369,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,16,2015,2015-07
2016-02-28,01:45:00,MANHATTAN,10018,40.7534749,-73.9925287,"(40.7534749, -73.9925287)",WEST 36 STREET                  ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3395854,SPORT UTILITY / STATION WAGON,TAXI,,,,1,2016,2016-02
2017-03-03,17:00:00,BROOKLYN,11223,40.589157,-73.98282,"(40.589157, -73.98282)",AVENUE X                        ,WEST 13 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3626259,Bus,Sedan,,,,17,2017,2017-03
2014-11-07,19:05:00,QUEENS,11416,40.6878778,-73.8447524,"(40.6878778, -73.8447524)",98 STREET                       ,95 AVENUE                       ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,2821133,PASSENGER VEHICLE,UNKNOWN,,,,19,2014,2014-11
2021-06-19,10:03:00,Unknown,,40.641747,-74.013824,"(40.641747, -74.013824)",5 AVENUE,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4428921,PICK UP,Bike,,,,10,2021,2021-06
2018-07-10,12:02:00,BRONX,10454,40.81194,-73.92556,"(40.81194, -73.92556)",3 AVENUE                        ,EAST 140 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3938563,Station Wagon/Sport Utility Vehicle,Box Truck,,,,12,2018,2018-07
2018-09-10,20:00:00,BROOKLYN,11204,40.623055,-73.98743,"(40.623055, -73.98743)",,,1772      59 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3979028,Station Wagon/Sport Utility Vehicle,,,,,20,2018,2018-09
2013-02-27,18:00:00,MANHATTAN,10013,40.7219956,-74.0029727,"(40.7219956, -74.0029727)",GRAND STREET                    ,WOOSTER STREET                  ,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,1976,LIVERY VEHICLE,PASSENGER VEHICLE,,,,18,2013,2013-02
2023-06-28,07:45:00,Unknown,,40.7842,-73.942215,"(40.7842, -73.942215)",FDR DRIVE,,,2,0,0,0,0,0,2,0,Following Too Closely,Driver Inattention/Distraction,,,,4641969,Sedan,Station Wagon/Sport Utility Vehicle,,,,7,2023,2023-06
2014-09-19,17:00:00,BROOKLYN,11214,40.6053284,-73.9902908,"(40.6053284, -73.9902908)",BAY PARKWAY                     ,80 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1027132,VAN,UNKNOWN,,,,17,2014,2014-09
2013-08-06,18:50:00,QUEENS,11373,40.7469877,-73.8703757,"(40.7469877, -73.8703757)",41 AVENUE                       ,95 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,257802,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,18,2013,2013-08
2014-02-03,10:21:00,QUEENS,11385,40.7023996,-73.904541,"(40.7023996, -73.904541)",PUTNAM AVENUE                   ,ONDERDONK AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,218999,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10,2014,2014-02
2018-07-02,10:00:00,QUEENS,11432,40.716953,-73.78133,"(40.716953, -73.78133)",,,85-37     AVON STREET                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,3935119,Station Wagon/Sport Utility Vehicle,,,,,10,2018,2018-07
2023-03-09,08:22:00,BROOKLYN,11231,40.675117,-74.00962,"(40.675117, -74.00962)",LORRAINE STREET,OTSEGO STREET,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,4611722,Tractor Truck Diesel,,,,,8,2023,2023-03
2013-03-23,12:31:00,MANHATTAN,10004,40.7067007,-74.0160467,"(40.7067007, -74.0160467)",WEST STREET                     ,MORRIS STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2189,PASSENGER VEHICLE,TAXI,,,,12,2013,2013-03
2015-03-27,10:30:00,BROOKLYN,11207,40.6566177,-73.8902621,"(40.6566177, -73.8902621)",STANLEY AVENUE                  ,SHEFFIELD AVENUE                ,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3193138,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,,10,2015,2015-03
2021-12-07,16:00:00,BROOKLYN,11236,40.641678,-73.90618,"(40.641678, -73.90618)",,,32        DURLAND PLACE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4484466,Sedan,,,,,16,2021,2021-12
2013-05-18,14:52:00,BRONX,10466,40.9022343,-73.843662,"(40.9022343, -73.843662)",EAST 241 STREET                 ,HILL AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,,,,,97470,PASSENGER VEHICLE,,,,,14,2013,2013-05
2016-02-08,06:51:00,BROOKLYN,11232,40.6472719,-73.9973009,"(40.6472719, -73.9973009)",39 STREET                       ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385683,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,6,2016,2016-02
2024-06-13,06:30:00,Unknown,,40.673843,-73.92509,"(40.673843, -73.92509)",BUFFALO AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4733145,Sedan,,,,,6,2024,2024-06
2019-08-15,18:30:00,BROOKLYN,11213,40.677048,-73.9387,"(40.677048, -73.9387)",PACIFIC STREET                  ,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,4191817,Station Wagon/Sport Utility Vehicle,Sedan,,,,18,2019,2019-08
2018-07-09,22:50:00,QUEENS,11436,40.67504,-73.794235,"(40.67504, -73.794235)",145 STREET                      ,123 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3938382,Sedan,Sedan,,,,22,2018,2018-07
2017-07-05,18:20:00,Unknown,,40.565884,-74.1089,"(40.565884, -74.1089)",MILL ROAD                       ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3707621,Sedan,Sedan,,,,18,2017,2017-07
2014-10-15,16:10:00,QUEENS,11426,40.7412083,-73.7186341,"(40.7412083, -73.7186341)",81 AVENUE                       ,251 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,2809023,SPORT UTILITY / STATION WAGON,VAN,,,,16,2014,2014-10
2014-07-08,23:45:00,BROOKLYN,11215,40.6658159,-73.9758311,"(40.6658159, -73.9758311)",PROSPECT PARK WEST              ,7 STREET                        ,,0,0,0,0,0,0,0,0,Unspecified,,,,,742332,SPORT UTILITY / STATION WAGON,,,,,23,2014,2014-07
2013-07-03,21:50:00,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",EAST 138 STREET                 ,ALEXANDER AVENUE                ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,74760,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,21,2013,2013-07
2021-09-09,23:35:00,Unknown,,40.576275,-73.98796,"(40.576275, -73.98796)",MERMAID AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4456004,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,23,2021,2021-09
2018-09-25,11:00:00,MANHATTAN,10032,40.83363,-73.93876,"(40.83363, -73.93876)",,,555       EDGECOMBE AVENUE              ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,3990747,Bus,Motorcycle,Sedan,,,11,2018,2018-09
2017-04-16,15:04:00,Unknown,,,,,CROSS BRONX EXPWY SERVICE ROAD  ,LELAND AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,3651866,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,15,2017,2017-04
2015-12-24,14:50:00,Unknown,,40.7344729,-73.8631542,"(40.7344729, -73.8631542)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3362176,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,14,2015,2015-12
2020-04-15,22:00:00,Unknown,,40.70978,-73.82043,"(40.70978, -73.82043)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,4309010,Sedan,,,,,22,2020,2020-04
2018-11-28,18:00:00,QUEENS,11385,40.706596,-73.86127,"(40.706596, -73.86127)",,,88-36     77 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4034453,Sedan,Tractor Truck Diesel,,,,18,2018,2018-11
2013-01-31,09:40:00,Unknown,,,,,,,1500 PAERDEGAT AVE N (PARKING LOT)      ,0,0,0,0,0,0,0,0,Unspecified,,,,,145645,PASSENGER VEHICLE,,,,,9,2013,2013-01
2021-08-15,17:35:00,Unknown,,40.816936,-73.9574,"(40.816936, -73.9574)",WEST 130 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4448579,Sedan,Sedan,,,,17,2021,2021-08
2012-11-16,19:35:00,BROOKLYN,11217,40.6835142,-73.9759509,"(40.6835142, -73.9759509)",FORT GREENE PLACE               ,ATLANTIC AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,176518,PASSENGER VEHICLE,,,,,19,2012,2012-11
2013-09-01,14:18:00,BRONX,10466,40.8946624,-73.8613598,"(40.8946624, -73.8613598)",BRONX BOULEVARD                 ,EAST 233 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,98343,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,14,2013,2013-09
2018-10-20,23:20:00,QUEENS,11435,40.68511,-73.79811,"(40.68511, -73.79811)",LINDEN BOULEVARD                ,INWOOD STREET,,1,0,0,0,0,0,1,0,Outside Car Distraction,Unspecified,,,,4005200,Sedan,Sedan,,,,23,2018,2018-10
2020-06-24,00:00:00,BROOKLYN,11218,40.647297,-73.9803,"(40.647297, -73.9803)",MC DONALD AVENUE                ,CATON AVENUE,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,4322676,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,0,2020,2020-06
2019-06-08,00:00:00,QUEENS,11354,40.759567,-73.83015,"(40.759567, -73.83015)",ROOSEVELT AVENUE                ,MAIN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4147551,Sedan,Station Wagon/Sport Utility Vehicle,,,,0,2019,2019-06
2014-11-17,17:00:00,BROOKLYN,11235,40.5901817,-73.9605707,"(40.5901817, -73.9605707)",CONEY ISLAND AVENUE             ,DUNNE COURT                     ,,1,0,1,0,0,0,0,0,Unspecified,Unspecified,,,,2825022,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,,17,2014,2014-11
2017-03-29,09:00:00,BROOKLYN,11222,40.72747,-73.95291,"(40.72747, -73.95291)",,,783       MANHATTAN AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3641548,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,9,2017,2017-03
2018-01-11,23:00:00,BRONX,10473,40.81963,-73.87614,"(40.81963, -73.87614)",LAFAYETTE AVENUE                ,BOYNTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3827223,Station Wagon/Sport Utility Vehicle,,,,,23,2018,2018-01
2013-01-09,17:15:00,Unknown,,,,,THIRD AVENUE                    ,CROSS BRONX EXPRESSWAY          ,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,79281,AMBULANCE,PASSENGER VEHICLE,,,,17,2013,2013-01
2023-08-28,21:30:00,Unknown,,,,,HAMILTON AVENUE,HICKS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4658050,Sedan,Sedan,,,,21,2023,2023-08
2017-11-18,07:30:00,QUEENS,11377,40.734337,-73.91025,"(40.734337, -73.91025)",58 STREET                       ,53 AVENUE,,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,,,,3795127,Station Wagon/Sport Utility Vehicle,Tow Truck / Wrecker,,,,7,2017,2017-11
2014-06-15,19:15:00,QUEENS,11434,40.6669624,-73.7707754,"(40.6669624, -73.7707754)",SOUTH CONDUIT AVENUE            ,GUY R BREWER BOULEVARD          ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,352567,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,19,2014,2014-06
2014-07-05,15:26:00,BRONX,10461,40.8434705,-73.8358307,"(40.8434705, -73.8358307)",MIDDLETOWN ROAD                 ,MULFORD AVENUE                  ,,1,0,1,0,0,0,0,0,Unspecified,,,,,364508,BICYCLE,,,,,15,2014,2014-07
2017-05-30,19:50:00,BRONX,10453,40.8511,-73.90468,"(40.8511, -73.90468)",GRAND CONCOURSE                 ,EAST 179 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3681143,Sedan,,,,,19,2017,2017-05
2016-08-26,21:00:00,QUEENS,11412,40.69336,-73.75207,"(40.69336, -73.75207)",200 STREET                      ,118 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3508167,Sedan,,,,,21,2016,2016-08
2022-08-20,19:22:00,MANHATTAN,10002,40.717236,-73.99243,"(40.717236, -73.99243)",,,88        ELDRIDGE STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4562377,Sedan,,,,,19,2022,2022-08
2018-10-26,17:00:00,QUEENS,11434,40.65965,-73.773834,"(40.65965, -73.773834)",ROCKAWAY BOULEVARD              ,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4008194,Station Wagon/Sport Utility Vehicle,Sedan,,,,17,2018,2018-10
2013-06-09,06:15:00,QUEENS,11101,40.7405445,-73.9381983,"(40.7405445, -73.9381983)",30 STREET                       ,HUNTERS POINT AVENUE            ,,0,0,0,0,0,0,0,0,Unspecified,,,,,242445,PASSENGER VEHICLE,UNKNOWN,,,,6,2013,2013-06
2013-05-20,09:15:00,BROOKLYN,11229,40.600697,-73.9603628,"(40.600697, -73.9603628)",EAST 12 STREET                  ,AVENUE T                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,118997,VAN,SPORT UTILITY / STATION WAGON,,,,9,2013,2013-05
2016-06-09,15:15:00,QUEENS,11433,40.704853,-73.791664,"(40.704853, -73.791664)",168 STREET                      ,93 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3475170,Station Wagon/Sport Utility Vehicle,SCOM,,,,15,2016,2016-06
2015-02-07,15:10:00,Unknown,,,,,HAMILTON AVENUE                 ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3166019,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,15,2015,2015-02
2021-08-10,21:45:00,Unknown,,40.664227,-73.94547,"(40.664227, -73.94547)",BROOKLYN AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4445761,Sedan,Station Wagon/Sport Utility Vehicle,,,,21,2021,2021-08
2016-03-30,15:05:00,Unknown,,,,,PARK AVENUE                     ,CARLTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3421114,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,,15,2016,2016-03
2013-06-13,07:50:00,QUEENS,11373,40.7454622,-73.8758281,"(40.7454622, -73.8758281)",FORLEY STREET                   ,WHITNEY AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,257412,PASSENGER VEHICLE,UNKNOWN,,,,7,2013,2013-06
2022-10-05,07:30:00,MANHATTAN,10065,40.764545,-73.96008,"(40.764545, -73.96008)",,,343       EAST 66 STREET,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,4570336,Sedan,,,,,7,2022,2022-10
2015-05-06,09:00:00,QUEENS,11418,40.7001728,-73.8435949,"(40.7001728, -73.8435949)",PARK LANE SOUTH                 ,106 STREET                      ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3215656,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,9,2015,2015-05
2013-06-17,14:14:00,STATEN ISLAND,10305,40.6012042,-74.0650758,"(40.6012042, -74.0650758)",LILY POND AVENUE                ,NARROWS ROAD SOUTH              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,298561,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,14,2013,2013-06
2023-05-12,15:00:00,Unknown,,40.87787,-73.8701,"(40.87787, -73.8701)",BRONX RIVER PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4628250,Station Wagon/Sport Utility Vehicle,Sedan,,,,15,2023,2023-05
2013-04-11,08:39:00,QUEENS,11370,40.7653202,-73.8890397,"(40.7653202, -73.8890397)",ASTORIA BOULEVARD               ,80 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,281804,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,8,2013,2013-04
2019-06-26,16:15:00,Unknown,,40.76249,-73.839584,"(40.76249, -73.839584)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4159340,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,16,2019,2019-06
2016-08-02,22:15:00,QUEENS,11691,40.596355,-73.759636,"(40.596355, -73.759636)",EDGEMERE AVENUE                 ,CAMP ROAD,,3,0,0,0,0,0,3,0,Brakes Defective,,,,,3493636,Sedan,,,,,22,2016,2016-08
