crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_hour,crash_year,crash_month
2025-10-11,08:00:00,BRONX,10459,40.820805,-73.90267,"(40.820805, -73.90267)",E 161 ST,UNION AVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4849718,Sedan,,,,,8,2025,2025-10
2020-01-05,07:45:00,QUEENS,11427,40.72562,-73.762535,"(40.72562, -73.762535)",GRAND CENTRAL PARKWAY           ,208 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4268933,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,7,2020,2020-01
2014-05-02,19:25:00,MANHATTAN,10035,40.8056708,-73.9364726,"(40.8056708, -73.9364726)",EAST 127 STREET                 ,LEXINGTON AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,329295,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,19,2014,2014-05
2021-10-14,18:00:00,BROOKLYN,11213,40.6719259,-73.9391775,"(40.6719259, -73.9391775)",ALBANY AVENUE,STERLING PLACE,,1,0,0,0,1,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,4470344,Station Wagon/Sport Utility Vehicle,Bike,,,,18,2021,2021-10
2015-02-03,11:30:00,Unknown,,,,,,,VOORHIES AVENUE & EAST 17 STREET        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163778,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11,2015,2015-02
2017-12-15,09:35:00,BRONX,10451,40.81514,-73.92547,"(40.81514, -73.92547)",EAST 142 STREET                 ,RIDER AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3812060,Sedan,Sedan,,,,9,2017,2017-12
2016-09-05,07:30:00,QUEENS,11360,40.775078,-73.77607,"(40.775078, -73.77607)",29 AVENUE                       ,213 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3514366,Sedan,,,,,7,2016,2016-09
2023-12-09,06:13:00,BRONX,10467,40.88287,-73.87792,"(40.88287, -73.87792)",,,3563      BAINBRIDGE AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4688042,Sedan,,,,,6,2023,2023-12
2015-04-09,17:58:00,BROOKLYN,11210,40.6340258,-73.9502297,"(40.6340258, -73.9502297)",KENILWORTH PLACE                ,GLENWOOD ROAD                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3200391,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,17,2015,2015-04
2014-01-29,16:34:00,BROOKLYN,11235,40.5876608,-73.9571266,"(40.5876608, -73.9571266)",HOMECREST AVENUE                ,AVENUE Z                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,121072,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,16,2014,2014-01
2018-12-05,14:25:00,QUEENS,11423,40.72106,-73.75945,"(40.72106, -73.75945)",HILLSIDE AVENUE                 ,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4042789,Sedan,Bus,,,,14,2018,2018-12
2021-06-09,06:30:00,BRONX,10457,40.85429,-73.90027,"(40.85429, -73.90027)",RYER AVENUE,EAST 181 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4425469,AMBULANCE,Sedan,,,,6,2021,2021-06
2016-04-07,14:30:00,BROOKLYN,11213,,,,UTICA AVENUE                    ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Following Too Closely,,,,3420330,2 dr sedan,Tractor Truck Gasoline,,,,14,2016,2016-04
2025-07-17,14:50:00,BROOKLYN,11215,40.667217,-73.974884,"(40.667217, -73.974884)",,,92        PROSPECT PARK W,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Following Too Closely,,,,4828937,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,14,2025,2025-07
2017-05-18,17:38:00,QUEENS,11101,40.742523,-73.94924,"(40.742523, -73.94924)",21 STREET                       ,49 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3673870,School Bus,Station Wagon/Sport Utility Vehicle,,,,17,2017,2017-05
2024-02-22,08:30:00,QUEENS,11693,40.589108,-73.807335,"(40.589108, -73.807335)",,,260       BEACH 81 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4704545,Sedan,,,,,8,2024,2024-02
2018-02-24,23:06:00,BRONX,10457,40.85391,-73.89109,"(40.85391, -73.89109)",,,4422      3 AVENUE                      ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Alcohol Involvement,Unspecified,,,3852538,Sedan,Sedan,Sedan,,,23,2018,2018-02
2016-12-31,16:00:00,Unknown,,40.878242,-73.87273,"(40.878242, -73.87273)",DECATUR AVENUE                  ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3589747,Sedan,Sedan,,,,16,2016,2016-12
2016-05-05,10:30:00,BROOKLYN,11222,40.72634,-73.93987,"(40.72634, -73.93987)",,,637       MORGAN AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3435858,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,,10,2016,2016-05
2017-11-03,12:05:00,BRONX,10472,40.828976,-73.87641,"(40.828976, -73.87641)",WESTCHESTER AVENUE              ,MANOR AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3782655,Sedan,Sedan,,,,12,2017,2017-11
2017-06-20,11:31:00,BROOKLYN,11203,40.65794,-73.945145,"(40.65794, -73.945145)",,,655       BROOKLYN AVENUE               ,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3694941,Station Wagon/Sport Utility Vehicle,Sedan,,,,11,2017,2017-06
2022-12-18,10:33:00,BROOKLYN,11215,40.664425,-73.98696,"(40.664425, -73.98696)",6 AVENUE,15 STREET,,2,0,1,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4592004,Sedan,E-Bike,,,,10,2022,2022-12
2014-06-07,13:40:00,Unknown,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,2958201,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,13,2014,2014-06
2015-05-18,18:15:00,QUEENS,11691,40.6028008,-73.7487798,"(40.6028008, -73.7487798)",NAMEOKE AVENUE                  ,CORNAGA AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3223167,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,OTHER,,,18,2015,2015-05
2013-12-07,13:30:00,Unknown,,,,,VALENTINE AVENUE                ,EAST 194 STREET                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,112865,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,13,2013,2013-12
2014-12-02,09:40:00,MANHATTAN,10035,40.8050573,-73.9390342,"(40.8050573, -73.9390342)",EAST 125 STREET                 ,PARK AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3129189,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,9,2014,2014-12
2018-10-06,00:30:00,QUEENS,11372,40.747036,-73.88958,"(40.747036, -73.88958)",ROOSEVELT AVENUE                ,76 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3995666,Sedan,,,,,0,2018,2018-10
2017-01-06,16:10:00,QUEENS,11356,40.785156,-73.84122,"(40.785156, -73.84122)",15 AVENUE                       ,127 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3593430,Sedan,Sedan,,,,16,2017,2017-01
2019-12-11,09:00:00,BROOKLYN,11214,40.58778,-73.991486,"(40.58778, -73.991486)",27 AVENUE                       ,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4256470,Sedan,Station Wagon/Sport Utility Vehicle,,,,9,2019,2019-12
2020-02-25,21:00:00,Unknown,,40.789528,-73.820435,"(40.789528, -73.820435)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4294004,Station Wagon/Sport Utility Vehicle,Sedan,,,,21,2020,2020-02
2016-01-29,14:40:00,QUEENS,11355,40.7513761,-73.8355921,"(40.7513761, -73.8355921)",131 STREET                      ,FOWLER AVENUE                   ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3380408,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,14,2016,2016-01
2016-06-09,18:00:00,QUEENS,11420,40.66612,-73.82225,"(40.66612, -73.82225)",NORTH CONDUIT AVENUE            ,LEFFERTS BOULEVARD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Following Too Closely,,,,3459529,Station Wagon/Sport Utility Vehicle,Sedan,,,,18,2016,2016-06
2024-11-04,18:48:00,QUEENS,11375,40.721058,-73.855194,"(40.721058, -73.855194)",YELLOWSTONE BLVD,DARTMOUTH ST,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,4769001,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,18,2024,2024-11
2014-07-10,22:10:00,Unknown,,40.7045335,-73.8172364,"(40.7045335, -73.8172364)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3000221,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,22,2014,2014-07
2020-03-02,20:00:00,Unknown,,40.777676,-73.963234,"(40.777676, -73.963234)",5 AVENUE                        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4296548,Sedan,Station Wagon/Sport Utility Vehicle,,,,20,2020,2020-03
2024-08-24,19:48:00,Unknown,,40.88661,-73.90704,"(40.88661, -73.90704)",RIVERDALE AVENUE,WEST 236 STREET,,3,0,0,0,2,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4750304,Sedan,E-Bike,,,,19,2024,2024-08
2017-03-28,08:30:00,Unknown,,40.604153,-74.05198,"(40.604153, -74.05198)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3640957,Station Wagon/Sport Utility Vehicle,Sedan,,,,8,2017,2017-03
2013-09-18,19:00:00,BROOKLYN,11219,40.6306327,-74.0092229,"(40.6306327, -74.0092229)",FT HAMILTON PARKWAY             ,65 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,143545,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,19,2013,2013-09
2024-12-20,22:02:00,BRONX,10472,40.84822,-73.88312,"(40.84822, -73.88312)",E 182 ST,SOUTHERN BLVD,,1,0,0,0,0,0,1,0,Unsafe Speed,View Obstructed/Limited,,,,4780930,Sedan,Moped,,,,22,2024,2024-12
2016-07-01,15:35:00,QUEENS,11417,40.680744,-73.84225,"(40.680744, -73.84225)",LIBERTY AVENUE                  ,97 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3472794,4 dr sedan,Pick-up Truck,,,,15,2016,2016-07
2014-01-24,16:36:00,STATEN ISLAND,10305,40.5852388,-74.0880694,"(40.5852388, -74.0880694)",MASON AVENUE                    ,GARRETSON AVENUE                ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,300819,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,16,2014,2014-01
2022-04-17,01:05:00,Unknown,,40.861935,-73.92078,"(40.861935, -73.92078)",10 AVENUE,,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,Unspecified,,,4528378,Sedan,Sedan,,,,1,2022,2022-04
2013-06-17,17:12:00,Unknown,,,,,CROPSEY AVENUE                  ,SHORE PARKWAY                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,115082,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,17,2013,2013-06
2019-03-02,01:45:00,Unknown,,40.679996,-73.787445,"(40.679996, -73.787445)",155 STREET                      ,119 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4090849,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1,2019,2019-03
2016-04-01,21:20:00,Unknown,,40.767647,-73.92078,"(40.767647, -73.92078)",,,31 STREET                               ,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3428913,4 dr sedan,Bike,,,,21,2016,2016-04
2018-08-15,08:37:00,BROOKLYN,11218,40.637966,-73.981895,"(40.637966, -73.981895)",15 AVENUE                       ,39 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3962739,Bus,Sedan,,,,8,2018,2018-08
2014-01-30,07:20:00,Unknown,,40.7867847,-73.8096968,"(40.7867847, -73.8096968)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3056937,OTHER,SPORT UTILITY / STATION WAGON,OTHER,,,7,2014,2014-01
2018-08-18,09:30:00,BROOKLYN,11206,40.702145,-73.9406,"(40.702145, -73.9406)",,,24        HUMBOLDT STREET               ,0,0,0,0,0,0,0,0,Turning Improperly,,,,,3963587,Station Wagon/Sport Utility Vehicle,,,,,9,2018,2018-08
2015-10-03,18:06:00,MANHATTAN,10036,40.7616074,-73.9903149,"(40.7616074, -73.9903149)",WEST 47 STREET                  ,9 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3307958,PASSENGER VEHICLE,OTHER,,,,18,2015,2015-10
2024-06-18,14:35:00,BROOKLYN,11204,40.630745,-73.97717,"(40.630745, -73.97717)",18 AVENUE,MC DONALD AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4733933,Sedan,Bike,,,,14,2024,2024-06
2016-07-15,19:34:00,BROOKLYN,11229,40.600014,-73.94567,"(40.600014, -73.94567)",AVENUE U                        ,EAST 26 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3483785,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,,19,2016,2016-07
2021-04-08,07:20:00,Unknown,,40.698643,-73.94697,"(40.698643, -73.94697)",TOMPKINS AVENUE,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4412406,Sedan,,,,,7,2021,2021-04
2013-06-26,17:15:00,BROOKLYN,11222,40.7243439,-73.9361894,"(40.7243439, -73.9361894)",CHERRY STREET                   ,PORTER AVENUE                   ,,0,0,0,0,0,0,0,0,Lost Consciousness,Backing Unsafely,,,,199832,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,17,2013,2013-06
2024-02-24,06:15:00,MANHATTAN,10002,40.717186,-73.992455,"(40.717186, -73.992455)",,,86        ELDRIDGE STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4706911,Station Wagon/Sport Utility Vehicle,,,,,6,2024,2024-02
2018-07-19,17:30:00,MANHATTAN,10010,40.744144,-73.98983,"(40.744144, -73.98983)",,,35        WEST 26 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3945034,Box Truck,Sedan,,,,17,2018,2018-07
2017-12-20,22:40:00,Unknown,,40.664043,-73.736534,"(40.664043, -73.736534)",243 STREET                      ,MEMPHIS AVENUE,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,3813555,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,22,2017,2017-12
2024-04-13,17:13:00,BRONX,10458,40.86036,-73.892746,"(40.86036, -73.892746)",,,2471      WEBSTER AVENUE,5,0,0,0,0,0,5,0,Obstruction/Debris,Unspecified,Unspecified,Unspecified,,4717510,Sedan,Sedan,Sedan,Sedan,,17,2024,2024-04
2017-12-23,09:13:00,BRONX,10469,40.88092,-73.849815,"(40.88092, -73.849815)",EAST 221 STREET                 ,STICKNEY PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3820263,Sedan,,,,,9,2017,2017-12
2012-12-11,15:20:00,BRONX,10457,40.8540602,-73.8983119,"(40.8540602, -73.8983119)",FOLIN STREET                    ,EAST 181 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,92740,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,15,2012,2012-12
2016-01-20,07:00:00,Unknown,,,,,PARK CIRCLE                     ,PROSPECT PARK SOUTHWEST         ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3374176,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,7,2016,2016-01
2023-11-02,07:05:00,Unknown,,40.669777,-73.9583,"(40.669777, -73.9583)",UNION STREET,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4676785,Sedan,,,,,7,2023,2023-11
2021-01-07,07:40:00,STATEN ISLAND,10312,40.562637,-74.1926,"(40.562637, -74.1926)",ARTHUR KILL ROAD                ,MULDOON AVENUE,,2,0,0,0,0,0,2,0,Pavement Slippery,,,,,4382404,Van,,,,,7,2021,2021-01
2018-10-15,17:59:00,BRONX,10456,40.827763,-73.91241,"(40.827763, -73.91241)",,,3339      PARK AVENUE                   ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4001276,Taxi,Sedan,,,,17,2018,2018-10
2017-04-29,10:03:00,MANHATTAN,10009,40.723503,-73.97619,"(40.723503, -73.97619)",,,107       AVENUE D                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3659824,Sedan,Station Wagon/Sport Utility Vehicle,,,,10,2017,2017-04
2023-08-15,12:40:00,BROOKLYN,11232,40.65486,-74.003845,"(40.65486, -74.003845)",4 AVENUE,35 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4654495,Station Wagon/Sport Utility Vehicle,,,,,12,2023,2023-08
2018-08-28,14:00:00,BROOKLYN,11237,40.704308,-73.91924,"(40.704308, -73.91924)",WYCKOFF AVENUE                  ,DE KALB AVENUE,,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,3970068,Box Truck,Sedan,,,,14,2018,2018-08
2016-05-25,20:50:00,MANHATTAN,10009,40.723648,-73.98529,"(40.723648, -73.98529)",AVENUE A                        ,EAST 3 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3447728,2 dr sedan,Taxi,,,,20,2016,2016-05
2016-04-08,10:32:00,QUEENS,11101,,,,23 STREET                       ,43 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3425783,4 dr sedan,,,,,10,2016,2016-04
2018-08-21,09:15:00,Unknown,,40.757454,-73.95571,"(40.757454, -73.95571)",QUEENSBORO BRIDGE LOWER         ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3965425,Box Truck,Taxi,,,,9,2018,2018-08
2015-05-10,12:33:00,MANHATTAN,10031,40.8271027,-73.9499552,"(40.8271027, -73.9499552)",WEST 146 STREET                 ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3217717,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,12,2015,2015-05
2016-08-12,22:10:00,MANHATTAN,10016,40.742455,-73.98053,"(40.742455, -73.98053)",,,412       3 AVENUE                      ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,,,,3499072,Sedan,Taxi,,,,22,2016,2016-08
2017-10-12,17:00:00,BROOKLYN,11212,40.6686,-73.91813,"(40.6686, -73.91813)",,,1501      PITKIN AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3768366,Sedan,Sedan,Sedan,,,17,2017,2017-10
2016-10-05,15:00:00,MANHATTAN,10034,40.87136,-73.91447,"(40.87136, -73.91447)",,,505       WEST 218 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3534572,Bus,,,,,15,2016,2016-10
2018-07-27,00:00:00,QUEENS,11411,40.701645,-73.73046,"(40.701645, -73.73046)",227 STREET                      ,114 AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3950152,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,0,2018,2018-07
2017-07-20,12:27:00,Unknown,,40.804264,-73.91349,"(40.804264, -73.91349)",BRUCKNER BOULEVARD              ,EAST 137 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Passing Too Closely,,,,3715237,Tractor Truck Diesel,PK,,,,12,2017,2017-07
2023-01-04,15:00:00,QUEENS,11356,0.0,0.0,"(0.0, 0.0)",,,14-27     110 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4595352,Box Truck,,,,,15,2023,2023-01
2017-04-09,18:24:00,QUEENS,11101,40.746033,-73.93441,"(40.746033, -73.93441)",QUEENS BOULEVARD                ,SKILLMAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3650484,Box Truck,Sedan,,,,18,2017,2017-04
2020-08-01,12:00:00,QUEENS,11422,40.657436,-73.746185,"(40.657436, -73.746185)",147 AVENUE                      ,235 STREET,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4333921,Sedan,Sedan,,,,12,2020,2020-08
2015-10-10,08:45:00,QUEENS,11423,40.7095262,-73.7682593,"(40.7095262, -73.7682593)",FARMERS BOULEVARD               ,99 AVENUE                       ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3312669,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,8,2015,2015-10
2012-12-03,11:15:00,Unknown,,40.6109292,-74.1165489,"(40.6109292, -74.1165489)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3121961,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11,2012,2012-12
2020-01-23,08:30:00,QUEENS,11434,40.660168,-73.77423,"(40.660168, -73.77423)",147 AVENUE                      ,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4277810,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,8,2020,2020-01
2019-02-01,12:00:00,Unknown,,40.745827,-73.90111,"(40.745827, -73.90111)",63 STREET                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4073049,Sedan,Sedan,,,,12,2019,2019-02
2017-07-26,07:30:00,Unknown,,40.62596,-74.15901,"(40.62596, -74.15901)",,,20        JUPITER LANE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3719359,Station Wagon/Sport Utility Vehicle,Sedan,,,,7,2017,2017-07
2022-02-24,22:00:00,BROOKLYN,11231,40.68703,-73.99916,"(40.68703, -73.99916)",,,141       KANE STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4608841,Sedan,,,,,22,2022,2022-02
2019-02-28,15:25:00,Unknown,,40.607838,-74.0872,"(40.607838, -74.0872)",STATEN ISLAND EXPRESSWAY        ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4088921,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,,15,2019,2019-02
2013-04-14,14:26:00,MANHATTAN,10003,40.7295515,-73.9899011,"(40.7295515, -73.9899011)",SAINT MARKS PLACE               ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,15122,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,14,2013,2013-04
2017-04-28,10:30:00,Unknown,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3660124,Van,Bus,,,,10,2017,2017-04
2016-08-04,18:45:00,Unknown,,40.68064,-73.89672,"(40.68064, -73.89672)",JACKIE ROBINSON PKWY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3495780,Station Wagon/Sport Utility Vehicle,Sedan,,,,18,2016,2016-08
2018-12-13,12:30:00,Unknown,,40.8047,-73.91243,"(40.8047, -73.91243)",EAST 138 STREET                 ,BRUCKNER BOULEVARD,,2,0,0,0,0,0,2,0,Turning Improperly,Unspecified,,,,4043974,Pick-up Truck,Sedan,,,,12,2018,2018-12
2016-09-29,16:39:00,MANHATTAN,10022,40.755505,-73.96807,"(40.755505, -73.96807)",EAST 51 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529965,Sedan,Van,,,,16,2016,2016-09
2020-10-04,04:40:00,Unknown,,40.84226,-73.87228,"(40.84226, -73.87228)",BRONX RIVER PARKWAY             ,,,1,0,0,0,0,0,1,0,Other Vehicular,,,,,4356701,Pick-up Truck,,,,,4,2020,2020-10
2024-12-02,00:00:00,MANHATTAN,10011,40.738686,-73.99587,"(40.738686, -73.99587)",W 16 ST,AVENUE OF THE AMERICAS,,1,0,0,0,0,0,1,0,Unspecified,,,,,4776600,Sedan,,,,,0,2024,2024-12
2015-12-05,14:00:00,MANHATTAN,10029,40.7922448,-73.9441814,"(40.7922448, -73.9441814)",3 AVENUE                        ,EAST 107 STREET                 ,,2,0,1,0,0,0,1,0,Unspecified,,,,,3347659,SPORT UTILITY / STATION WAGON,,,,,14,2015,2015-12
2015-06-29,22:00:00,MANHATTAN,10036,40.7555161,-73.9836239,"(40.7555161, -73.9836239)",WEST 43 STREET                  ,6 AVENUE                        ,,0,0,0,0,0,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,3249452,TAXI,PASSENGER VEHICLE,,,,22,2015,2015-06
2013-04-09,07:13:00,QUEENS,11420,40.667082,-73.8229564,"(40.667082, -73.8229564)",150 AVENUE                      ,118 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,230240,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,7,2013,2013-04
2016-01-31,09:00:00,BROOKLYN,11235,40.5867851,-73.944148,"(40.5867851, -73.944148)",BEDFORD AVENUE                  ,VOORHIES AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382116,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,9,2016,2016-01
2014-02-28,08:50:00,BROOKLYN,11203,40.6511064,-73.9437986,"(40.6511064, -73.9437986)",CHURCH AVENUE                   ,BROOKLYN AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,140710,PASSENGER VEHICLE,,,,,8,2014,2014-02
2019-12-21,21:17:00,BRONX,10454,40.807884,-73.91407,"(40.807884, -73.91407)",,,620       EAST 141 STREET               ,1,0,1,0,0,0,0,0,,,,,,4262983,,,,,,21,2019,2019-12
2012-09-08,15:30:00,Unknown,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,2896872,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,15,2012,2012-09
